10-09-02	3,6183
11-09-02	3,6100
12-09-02	3,6237
13-09-02	3,6297
16-09-02	3,6393
17-09-02	3,6342
18-09-02	3,6317
19-09-02	3,6508
20-09-02	3,6580
23-09-02	3,6492
24-09-02	3,6583
25-09-02	3,6650
26-09-02	3,6678
27-09-02	3,7010
30-09-02	3,7267
01-10-02	3,7417
02-10-02	3,7608
03-10-02	3,7508
04-10-02	3,7397
07-10-02	3,7560
08-10-02	3,7422
09-10-02	3,7150
10-10-02	3,6907
11-10-02	3,7052
15-10-02	3,6792
16-10-02	3,6120
17-10-02	3,5742
18-10-02	3,5938
21-10-02	3,6100
22-10-02	3,6150
23-10-02	3,6002
24-10-02	3,6033
25-10-02	3,6060
28-10-02	3,5900
29-10-02	3,5792
30-10-02	3,5532
31-10-02	3,5232
01-11-02	3,5182
04-11-02	3,5410
05-11-02	3,5367
07-11-02	3,5395
08-11-02	3,5343
11-11-02	3,5422
12-11-02	3,5292
13-11-02	3,5303
14-11-02	3,5358
15-11-02	3,5317
18-11-02	3,5270
19-11-02	3,5127
20-11-02	3,5123
21-11-02	3,5067
22-11-02	3,5023
25-11-02	3,5047
26-11-02	3,4795
27-11-02	3,4882
28-11-02	3,5425
29-11-02	3,5962
02-12-02	3,5875
03-12-02	3,5372
04-12-02	3,5285
05-12-02	3,5188
06-12-02	3,5307
09-12-02	3,5333
10-12-02	3,5268
11-12-02	3,5065
12-12-02	3,4975
13-12-02	3,5088
16-12-02	3,5365
17-12-02	3,5380
18-12-02	3,5118
19-12-02	3,4792
20-12-02	3,4748
23-12-02	3,4700
24-12-02	3,4467
26-12-02	3,4128
27-12-02	3,3967
30-12-02	3,3885
31-12-02	3,3630
02-01-03	3,3625
03-01-03	3,3328
06-01-03	3,3290
07-01-03	3,2888
08-01-03	3,2935
09-01-03	3,3143
10-01-03	3,3533
13-01-03	3,3450
14-01-03	3,3037
15-01-03	3,2275
16-01-03	3,2438
17-01-03	3,2440
20-01-03	3,1933
21-01-03	3,1328
22-01-03	3,0633
23-01-03	3,1200
24-01-03	3,1733
27-01-03	3,2592
28-01-03	3,3433
29-01-03	3,3350
30-01-03	3,2400
31-01-03	3,1817
03-02-03	3,1983
04-02-03	3,1567
05-02-03	3,1533
06-02-03	3,1458
07-02-03	3,1517
10-02-03	3,1458
11-02-03	3,1017
12-02-03	3,0848
13-02-03	3,1167
14-02-03	3,1908
17-02-03	3,1617
18-02-03	3,1585
19-02-03	3,1843
20-02-03	3,2317
21-02-03	3,2025
24-02-03	3,1838
25-02-03	3,1500
26-02-03	3,1622
27-02-03	3,1817
28-02-03	3,2013
03-03-03	3,2187
04-03-03	3,1962
05-03-03	3,1740
06-03-03	3,1808
07-03-03	3,1715
10-03-03	3,1493
11-03-03	3,1370
12-03-03	3,1133
13-03-03	3,1078
14-03-03	3,1208
17-03-03	3,1000
18-03-03	3,0655
19-03-03	3,0192
20-03-03	3,0195
21-03-03	3,0357
24-03-03	3,0088
25-03-03	2,9417
26-03-03	2,9012
27-03-03	2,8710
28-03-03	2,9625
01-04-03	2,9792
02-04-03	2,9243
03-04-03	2,9000
04-04-03	2,9022
07-04-03	2,8932
08-04-03	2,9092
09-04-03	2,9187
10-04-03	2,8950
11-04-03	2,8897
14-04-03	2,9240
15-04-03	2,9590
16-04-03	2,9377
21-04-03	2,8953
22-04-03	2,8552
23-04-03	2,8378
24-04-03	2,8520
25-04-03	2,8752
28-04-03	2,8602
29-04-03	2,8547
30-04-03	2,8295
02-05-03	2,7947
05-05-03	2,7975
06-05-03	2,7965
07-05-03	2,8055
08-05-03	2,7683
09-05-03	2,7602
12-05-03	2,7740
13-05-03	2,7485
14-05-03	2,7678
15-05-03	2,8395
16-05-03	2,9083
19-05-03	2,9500
20-05-03	2,8832
21-05-03	2,8530
22-05-03	2,8390
23-05-03	2,8913
26-05-03	2,8825
27-05-03	2,8683
28-05-03	2,8753
29-05-03	2,8825
30-05-03	2,8632
02-06-03	2,8468
03-06-03	2,8380
04-06-03	2,8255
05-06-03	2,8225
06-06-03	2,8243
09-06-03	2,8150
10-06-03	2,8110
11-06-03	2,8112
12-06-03	2,8383
13-06-03	2,8265
17-06-03	2,8043
18-06-03	2,7950
19-06-03	2,7987
20-06-03	2,8027
23-06-03	2,7957
24-06-03	2,7728
25-06-03	2,7615
26-06-03	2,7857
27-06-03	2,7940
30-06-03	2,8075
01-07-03	2,8003
02-07-03	2,8012
03-07-03	2,7967
04-07-03	2,7953
07-07-03	2,7902
08-07-03	2,7760
10-07-03	2,7673
11-07-03	2,7582
14-07-03	2,7647
15-07-03	2,7815
16-07-03	2,7715
17-07-03	2,7873
18-07-03	2,7990
21-07-03	2,7973
22-07-03	2,7863
23-07-03	2,7757
24-07-03	2,7900
25-07-03	2,8183
28-07-03	2,8182
29-07-03	2,8423
30-07-03	2,8797
31-07-03	2,9313
01-08-03	2,9300
04-08-03	2,9618
05-08-03	2,9385
06-08-03	2,9310
07-08-03	2,9288
08-08-03	2,9248
11-08-03	2,9207
12-08-03	2,9073
13-08-03	2,8842
14-08-03	2,8960
15-08-03	2,9000
19-08-03	2,9020
20-08-03	2,9060
21-08-03	2,9352
22-08-03	2,9700
25-08-03	2,9298
26-08-03	2,9217
27-08-03	2,9572
28-08-03	2,9720
29-08-03	2,9528
01-09-03	2,9630
02-09-03	2,9658
03-09-03	2,9773
04-09-03	2,9607
05-09-03	2,9370
08-09-03	2,9428
09-09-03	2,9567
10-09-03	2,9353
11-09-03	2,9028
12-09-03	2,8942
15-09-03	2,8898
16-09-03	2,8917
17-09-03	2,9067
18-09-03	2,9178
19-09-03	2,9117
22-09-03	2,9107
23-09-03	2,8963
24-09-03	2,8933
25-09-03	2,8900
26-09-03	2,9007
29-09-03	2,9055
30-09-03	2,9110
01-10-03	2,9127
02-10-03	2,9012
03-10-03	2,8952
06-10-03	2,8782
07-10-03	2,8685
08-10-03	2,8628
09-10-03	2,8497
10-10-03	2,8330
14-10-03	2,8372
15-10-03	2,8417
16-10-03	2,8443
17-10-03	2,8502
20-10-03	2,8513
21-10-03	2,8510
22-10-03	2,8535
23-10-03	2,8460
24-10-03	2,8428
27-10-03	2,8383
28-10-03	2,8490
29-10-03	2,8518
30-10-03	2,8632
31-10-03	2,8775
03-11-03	2,8603
04-11-03	2,8517
05-11-03	2,8603
07-11-03	2,8538
10-11-03	2,8453
11-11-03	2,8535
12-11-03	2,8550
13-11-03	2,8583
14-11-03	2,8718
17-11-03	2,8760
18-11-03	2,8625
19-11-03	2,8690
20-11-03	2,8795
21-11-03	2,8873
24-11-03	2,8918
25-11-03	2,9157
26-11-03	2,9380
27-11-03	2,9770
28-11-03	2,9877
01-12-03	2,9898
02-12-03	2,9720
03-12-03	2,9800
04-12-03	2,9707
05-12-03	2,9693
09-12-03	2,9547
10-12-03	2,9377
11-12-03	2,9473
12-12-03	2,9563
15-12-03	2,9610
16-12-03	2,9713
17-12-03	2,9717
18-12-03	2,9658
19-12-03	2,9710
22-12-03	2,9660
23-12-03	2,9567
24-12-03	2,9605
26-12-03	2,9535
29-12-03	2,9503
30-12-03	2,9345
31-12-03	2,9330
02-01-04	2,9243
05-01-04	2,8922
06-01-04	2,8573
07-01-04	2,8730
08-01-04	2,8902
09-01-04	2,8892
12-01-04	2,8663
13-01-04	2,8567
14-01-04	2,8767
15-01-04	2,8710
16-01-04	2,8722
19-01-04	2,8882
20-01-04	2,8858
21-01-04	2,8932
22-01-04	2,9112
23-01-04	2,8952
26-01-04	2,9090
27-01-04	2,9050
28-01-04	2,9175
29-01-04	2,9428
30-01-04	2,9327
02-02-04	2,9390
03-02-04	2,9252
04-02-04	2,9337
05-02-04	2,9600
06-02-04	2,9613
09-02-04	2,9445
10-02-04	2,9280
11-02-04	2,9428
12-02-04	2,9275
13-02-04	2,9173
16-02-04	2,9168
17-02-04	2,9165
18-02-04	2,9342
19-02-04	2,9398
20-02-04	2,9412
23-02-04	2,9218
24-02-04	2,9218
25-02-04	2,9192
26-02-04	2,9243
27-02-04	2,9235
01-03-04	2,9163
02-03-04	2,9233
03-03-04	2,9122
04-03-04	2,9165
05-03-04	2,9325
08-03-04	2,9387
09-03-04	2,9250
10-03-04	2,9042
11-03-04	2,9182
12-03-04	2,9120
15-03-04	2,9118
16-03-04	2,9027
17-03-04	2,8932
18-03-04	2,8832
19-03-04	2,8825
22-03-04	2,8667
23-03-04	2,8658
24-03-04	2,8752
25-03-04	2,8818
26-03-04	2,8782
29-03-04	2,8840
30-03-04	2,8650
31-03-04	2,8550
01-04-04	2,8522
02-04-04	2,8457
06-04-04	2,8445
07-04-04	2,8108
12-04-04	2,8037
13-04-04	2,8162
14-04-04	2,8167
15-04-04	2,8142
16-04-04	2,8195
19-04-04	2,8230
20-04-04	2,8355
21-04-04	2,8518
22-04-04	2,8633
23-04-04	2,8583
26-04-04	2,8407
27-04-04	2,8298
28-04-04	2,8483
29-04-04	2,8630
30-04-04	2,8452
03-05-04	2,8438
04-05-04	2,8592
05-05-04	2,8640
06-05-04	2,8837
07-05-04	2,9183
10-05-04	2,9597
11-05-04	2,9143
12-05-04	2,9098
13-05-04	2,9278
14-05-04	2,9097
17-05-04	2,9097
18-05-04	2,9057
19-05-04	2,9102
20-05-04	2,9313
21-05-04	2,9525
24-05-04	2,9512
26-05-04	2,9535
27-05-04	2,9622
28-05-04	2,9627
31-05-04	2,9642
01-06-04	2,9658
02-06-04	2,9537
03-06-04	2,9533
04-06-04	2,9690
07-06-04	2,9650
08-06-04	2,9743
09-06-04	2,9620
10-06-04	2,9638
11-06-04	2,9695
14-06-04	2,9708
15-06-04	2,9552
16-06-04	2,9543
17-06-04	2,9555
18-06-04	2,9632
22-06-04	2,9632
23-06-04	2,9505
24-06-04	2,9378
25-06-04	2,9543
28-06-04	2,9593
29-06-04	2,9642
30-06-04	2,9607
01-07-04	2,9505
02-07-04	2,9472
05-07-04	2,9485
06-07-04	2,9417
07-07-04	2,9428
08-07-04	2,9532
12-07-04	2,9570
13-07-04	2,9513
14-07-04	2,9473
15-07-04	2,9463
16-07-04	2,9382
19-07-04	2,9443
20-07-04	2,9497
21-07-04	2,9522
22-07-04	2,9550
23-07-04	2,9620
26-07-04	2,9730
27-07-04	2,9745
28-07-04	2,9713
29-07-04	2,9775
30-07-04	2,9760
02-08-04	2,9852
03-08-04	2,9932
04-08-04	3,0118
05-08-04	3,0400
06-08-04	3,0718
09-08-04	3,0450
10-08-04	3,0230
11-08-04	3,0280
12-08-04	3,0207
13-08-04	3,0112
17-08-04	3,0107
18-08-04	3,0180
19-08-04	3,0070
20-08-04	3,0087
23-08-04	3,0077
24-08-04	3,0020
25-08-04	2,9892
26-08-04	2,9938
27-08-04	3,0097
30-08-04	3,0082
31-08-04	3,0003
01-09-04	2,9977
02-09-04	3,0017
03-09-04	3,0020
06-09-04	2,9928
07-09-04	2,9932
08-09-04	2,9948
09-09-04	3,0045
10-09-04	3,0095
13-09-04	3,0087
14-09-04	2,9957
15-09-04	2,9832
16-09-04	2,9803
17-09-04	3,0048
20-09-04	2,9938
21-09-04	3,0028
22-09-04	3,0010
23-09-04	2,9925
24-09-04	2,9983
27-09-04	2,9948
28-09-04	2,9910
29-09-04	2,9867
30-09-04	2,9825
01-10-04	2,9790
04-10-04	2,9730
05-10-04	2,9698
06-10-04	2,9720
07-10-04	2,9743
08-10-04	2,9657
12-10-04	2,9663
13-10-04	2,9735
14-10-04	2,9752
15-10-04	2,9718
18-10-04	2,9610
19-10-04	2,9558
20-10-04	2,9633
21-10-04	2,9563
22-10-04	2,9588
25-10-04	2,9688
26-10-04	2,9713
27-10-04	2,9737
28-10-04	2,9758
29-10-04	2,9782
01-11-04	2,9680
02-11-04	2,9590
03-11-04	2,9558
04-11-04	2,9587
05-11-04	2,9622
08-11-04	2,9673
09-11-04	2,9757
10-11-04	2,9690
11-11-04	2,9678
12-11-04	2,9638
15-11-04	2,9553
16-11-04	2,9517
17-11-04	2,9427
18-11-04	2,9343
19-11-04	2,9443
22-11-04	2,9543
23-11-04	2,9490
24-11-04	2,9427
25-11-04	2,9437
26-11-04	2,9402
29-11-04	2,9455
30-11-04	2,9510
01-12-04	2,9418
02-12-04	2,9537
03-12-04	2,9715
06-12-04	2,9830
07-12-04	2,9913
09-12-04	2,9797
10-12-04	2,9758
13-12-04	2,9762
14-12-04	2,9725
15-12-04	2,9795
16-12-04	2,9863
17-12-04	2,9868
20-12-04	2,9707
21-12-04	2,9537
22-12-04	2,9617
23-12-04	2,9607
24-12-04	2,9550
27-12-04	2,9583
28-12-04	2,9682
29-12-04	2,9830
30-12-04	2,9770
31-12-04	2,9738
03-01-05	2,9653
04-01-05	2,9705
05-01-05	2,9712
06-01-05	2,9718
07-01-05	2,9653
10-01-05	2,9670
11-01-05	2,9653
12-01-05	2,9538
13-01-05	2,9375
14-01-05	2,9388
17-01-05	2,9332
18-01-05	2,9375
19-01-05	2,9365
20-01-05	2,9443
21-01-05	2,9432
24-01-05	2,9392
25-01-05	2,9258
26-01-05	2,9233
27-01-05	2,9258
28-01-05	2,9260
31-01-05	2,9253
01-02-05	2,9202
02-02-05	2,9243
03-02-05	2,9213
04-02-05	2,9177
07-02-05	2,9190
08-02-05	2,9150
09-02-05	2,9087
10-02-05	2,9087
11-02-05	2,9122
14-02-05	2,9060
15-02-05	2,9057
16-02-05	2,8973
17-02-05	2,8893
18-02-05	2,9050
21-02-05	2,9105
22-02-05	2,9155
23-02-05	2,9280
24-02-05	2,9353
25-02-05	2,9345
28-02-05	2,9327
01-03-05	2,9422
02-03-05	2,9518
03-03-05	2,9522
04-03-05	2,9397
07-03-05	2,9253
08-03-05	2,9312
09-03-05	2,9355
10-03-05	2,9353
11-03-05	2,9232
14-03-05	2,9183
15-03-05	2,9178
16-03-05	2,9230
17-03-05	2,9200
18-03-05	2,9145
21-03-05	2,9163
22-03-05	2,9142
23-03-05	2,9165
28-03-05	2,9188
29-03-05	2,9222
30-03-05	2,9163
31-03-05	2,9233
01-04-05	2,9188
04-04-05	2,9187
05-04-05	2,9158
06-04-05	2,9067
07-04-05	2,8925
08-04-05	2,8938
11-04-05	2,8927
12-04-05	2,8897
13-04-05	2,8823
14-04-05	2,8838
15-04-05	2,8938
18-04-05	2,9012
19-04-05	2,8983
20-04-05	2,9025
21-04-05	2,9002
22-04-05	2,9012
25-04-05	2,9013
26-04-05	2,9002
27-04-05	2,8982
28-04-05	2,9037
29-04-05	2,9133
02-05-05	2,9040
03-05-05	2,8968
04-05-05	2,8963
05-05-05	2,8957
06-05-05	2,8970
09-05-05	2,8970
10-05-05	2,8917
11-05-05	2,8940
12-05-05	2,8965
13-05-05	2,8968
16-05-05	2,8857
17-05-05	2,8850
18-05-05	2,8873
19-05-05	2,8843
20-05-05	2,8875
23-05-05	2,8862
24-05-05	2,8840
26-05-05	2,8862
27-05-05	2,8850
30-05-05	2,8852
31-05-05	2,8877
01-06-05	2,8820
02-06-05	2,8845
03-06-05	2,8857
06-06-05	2,8948
07-06-05	2,8948
08-06-05	2,8927
09-06-05	2,8963
10-06-05	2,8930
13-06-05	2,8902
14-06-05	2,8780
15-06-05	2,8678
16-06-05	2,8750
17-06-05	2,8725
21-06-05	2,8703
22-06-05	2,8650
23-06-05	2,8692
24-06-05	2,8790
27-06-05	2,8845
28-06-05	2,8940
29-06-05	2,8953
30-06-05	2,8908
01-07-05	2,8845
04-07-05	2,8835
05-07-05	2,8865
06-07-05	2,8840
07-07-05	2,8802
08-07-05	2,8723
11-07-05	2,8633
12-07-05	2,8760
13-07-05	2,8695
14-07-05	2,8687
15-07-05	2,8620
18-07-05	2,8682
19-07-05	2,8622
20-07-05	2,8610
21-07-05	2,8598
22-07-05	2,8637
25-07-05	2,8648
26-07-05	2,8612
27-07-05	2,8615
28-07-05	2,8652
29-07-05	2,8628
01-08-05	2,8592
02-08-05	2,8593
03-08-05	2,8600
04-08-05	2,8613
05-08-05	2,8645
08-08-05	2,8677
09-08-05	2,8730
10-08-05	2,8738
11-08-05	2,8783
12-08-05	2,8820
16-08-05	2,8865
17-08-05	2,8928
18-08-05	2,8957
19-08-05	2,9072
22-08-05	2,9065
23-08-05	2,9090
24-08-05	2,9098
25-08-05	2,9078
26-08-05	2,9083
29-08-05	2,9108
30-08-05	2,9112
31-08-05	2,9117
01-09-05	2,9098
02-09-05	2,9105
05-09-05	2,9075
06-09-05	2,9072
07-09-05	2,9055
08-09-05	2,9043
09-09-05	2,9087
12-09-05	2,9153
13-09-05	2,9195
14-09-05	2,9193
15-09-05	2,9165
16-09-05	2,9135
19-09-05	2,9097
20-09-05	2,9140
21-09-05	2,9140
22-09-05	2,9132
23-09-05	2,9108
26-09-05	2,9098
27-09-05	2,9085
28-09-05	2,9128
29-09-05	2,9148
30-09-05	2,9125
03-10-05	2,9082
04-10-05	2,9112
05-10-05	2,9187
06-10-05	2,9297
07-10-05	2,9365
11-10-05	2,9415
12-10-05	2,9622
13-10-05	2,9773
14-10-05	2,9805
17-10-05	2,9680
18-10-05	2,9667
19-10-05	2,9740
20-10-05	2,9762
21-10-05	2,9855
24-10-05	2,9778
25-10-05	2,9790
26-10-05	2,9952
27-10-05	3,0125
28-10-05	3,0105
31-10-05	3,0097
01-11-05	2,9952
02-11-05	2,9927
03-11-05	2,9837
04-11-05	2,9842
07-11-05	2,9763
08-11-05	2,9668
09-11-05	2,9638
10-11-05	2,9732
11-11-05	2,9693
14-11-05	2,9653
15-11-05	2,9598
16-11-05	2,9483
17-11-05	2,9477
18-11-05	2,9430
21-11-05	2,9405
22-11-05	2,9435
23-11-05	2,9458
24-11-05	2,9538
25-11-05	2,9673
28-11-05	2,9923
29-11-05	2,9928
30-11-05	2,9735
01-12-05	2,9700
02-12-05	2,9765
05-12-05	2,9885
06-12-05	2,9983
07-12-05	2,9878
09-12-05	3,0010
12-12-05	3,0093
13-12-05	3,0082
14-12-05	2,9990
15-12-05	3,0065
16-12-05	3,0523
19-12-05	3,0427
20-12-05	3,0280
21-12-05	3,0338
22-12-05	3,0310
23-12-05	3,0200
26-12-05	3,0223
27-12-05	3,0243
28-12-05	3,0410
29-12-05	3,0315
30-12-05	3,0315
02-01-06	3,0305
03-01-06	3,0373
04-01-06	3,0417
05-01-06	3,0445
06-01-06	3,0510
09-01-06	3,0632
10-01-06	3,0613
11-01-06	3,0522
12-01-06	3,0438
13-01-06	3,0407
16-01-06	3,0363
17-01-06	3,0390
18-01-06	3,0477
19-01-06	3,0465
20-01-06	3,0370
23-01-06	3,0357
24-01-06	3,0357
25-01-06	3,0415
26-01-06	3,0532
27-01-06	3,0535
30-01-06	3,0568
31-01-06	3,0637
01-02-06	3,0625
02-02-06	3,0678
03-02-06	3,0663
06-02-06	3,0643
07-02-06	3,0697
08-02-06	3,0757
09-02-06	3,0673
10-02-06	3,0635
13-02-06	3,0678
14-02-06	3,0702
15-02-06	3,0698
16-02-06	3,0675
17-02-06	3,0657
20-02-06	3,0670
21-02-06	3,0672
22-02-06	3,0713
23-02-06	3,0723
24-02-06	3,0752
27-02-06	3,0742
28-02-06	3,0728
01-03-06	3,0698
02-03-06	3,0650
03-03-06	3,0680
06-03-06	3,0758
07-03-06	3,0792
08-03-06	3,0823
09-03-06	3,0797
10-03-06	3,0815
13-03-06	3,0817
14-03-06	3,0773
15-03-06	3,0730
16-03-06	3,0715
17-03-06	3,0730
20-03-06	3,0732
21-03-06	3,0748
22-03-06	3,0752
23-03-06	3,0753
27-03-06	3,0795
28-03-06	3,0845
29-03-06	3,0783
30-03-06	3,0798
31-03-06	3,0808
03-04-06	3,0818
04-04-06	3,0828
05-04-06	3,0807
06-04-06	3,0787
07-04-06	3,0790
10-04-06	3,0800
11-04-06	3,0788
12-04-06	3,0770
17-04-06	3,0770
18-04-06	3,0717
19-04-06	3,0687
20-04-06	3,0625
21-04-06	3,0573
